length,cul_matl,cul_type,Soil_Drainage_Class,Soil_Moisture,Soil_pH,Soil_Elec_Conductivity,Soil_Surface_Texture,Flooding_Frequency,State,Age,Cul_rating
308.0,Corrugated Steel,Round,Well drained,15.9,7.9,0.0,Silt Loam,,4,38,2
32.0,Unreinforced Concrete,Box,Well drained,8.7,8.0,0.8,Sandy Loam,,1,57,2
25.4,Corrugated Steel,Round,Well drained,17.1,8.1,0.5,Loam,,1,37,2
94.0,Reinforced Concrete,Round,Excessively drained,2.9,8.2,3.1,Fine Sand,,3,17,2
39.0,Poly Vinyl Chloride,Round,Somewhat poorly drained,8.4,5.3,0.0,Silt Loam,Frequent,4,60,2
28.8,Unreinforced Concrete,Box,Well drained,13.5,8.2,4.0,Loam,,1,61,2
49.7,Unreinforced Concrete,Box,Well drained,23.2,8.5,5.0,Silty Clay Loam,Occasional,1,40,2
107.2,Unreinforced Concrete,Box,Somewhat excessively drained,3.0,7.0,0.0,Loamy Coarse Sand,Frequent,1,35,2
31.0,Unreinforced Concrete,Box,Poorly drained,6.5,8.2,10.0,Silty Clay,Occasional,1,16,2
23.0,Unreinforced Concrete,Box,Poorly drained,11.1,6.1,0.0,Moderately Decomposed Plant Material,Occasional,1,74,2
25.0,Unreinforced Concrete,Box,Well drained,19.9,8.2,2.0,Silty Clay Loam,,1,53,2
188.0,Reinforced Concrete,Round,Moderately well drained,16.3,6.5,0.0,Silt Loam,,4,58,2
21.0,Unreinforced Concrete,Box,Poorly drained,17.1,7.0,0.0,Clay Loam,Occasional,1,75,2
23.0,Unreinforced Concrete,Box,Well drained,17.1,8.1,0.5,Loam,,1,67,2
45.0,Corrugated Steel,Round,Well drained,13.8,5.0,0.0,Silt Loam,,4,52,2
30.0,Poly Vinyl Chloride,Round,Somewhat excessively drained,8.8,4.4,0.0,Moderately Decomposed Plant Material,,2,6,2
21.0,Unreinforced Concrete,Box,Well drained,14.3,7.4,0.0,Loam,,1,88,2
21.0,Unreinforced Concrete,Box,Well drained,13.0,7.8,0.5,Clay Loam,,1,35,2
44.0,Corrugated Steel,Ellipse/Squashed,Moderately well drained,20.3,4.5,0.0,Silt Loam,,4,60,2
22.0,Unreinforced Concrete,Box,Well drained,19.5,7.4,0.3,Loam,,1,68,2
190.0,Reinforced Concrete,Round,Moderately well drained,21.8,5.6,0.0,Silt Loam,,4,49,2
47.6,Steel Plate,Arch,Well drained,7.3,7.2,0.0,Sandy Loam,,1,63,2
50.0,Corrugated Steel,Round,Well drained,7.7,5.5,0.0,Fine Sandy Loam,,2,2,3
20.0,High Density Polyethylene,Round,Well drained,10.0,4.8,0.0,Moderately Decomposed Plant Material,,2,4,3
40.0,Corrugated Steel,Round,Poorly drained,5.0,5.5,0.0,Slightly Decomposed Plant Material,,2,3,3
40.0,Poly Vinyl Chloride,Round,Well drained,6.3,5.1,0.0,Slightly Decomposed Plant Material,,2,0,3
60.0,Corrugated Steel,Round,Well drained,2.4,5.4,0.0,Fine Sandy Loam,,2,56,3
40.0,High Density Polyethylene,Round,Excessively drained,1.6,5.4,0.0,Moderately Decomposed Plant Material,,2,0,3
40.0,High Density Polyethylene,Round,Well drained,2.4,4.6,0.0,Moderately Decomposed Plant Material,,2,5,3
15.0,Corrugated Steel,Round,Well drained,10.0,4.8,0.0,Moderately Decomposed Plant Material,,2,35,3
40.0,High Density Polyethylene,Round,Well drained,3.3,5.4,0.0,Slightly Decomposed Plant Material,,2,2,3
40.0,High Density Polyethylene,Round,Somewhat excessively drained,7.4,5.3,0.0,Moderately Decomposed Plant Material,,2,3,3
30.0,Corrugated Steel,Round,Moderately well drained,4.6,5.4,0.0,Fine Sandy Loam,,2,4,3
40.0,Corrugated Steel,Round,Well drained,3.8,5.2,0.0,Slightly Decomposed Plant Material,,2,0,3
40.0,Poly Vinyl Chloride,Round,Well drained,10.0,4.8,0.0,Moderately Decomposed Plant Material,,2,11,3
50.0,Corrugated Steel,Round,Moderately well drained,5.8,6.3,0.0,Loam,,2,4,3
40.0,High Density Polyethylene,Round,Well drained,1.8,5.9,0.0,Gravelly Fine Sandy Loam,,2,4,3
30.0,Poly Vinyl Chloride,Round,Moderately well drained,2.2,6.5,0.0,Fine Sandy Loam,,2,25,3
55.0,Poly Vinyl Chloride,Round,Moderately well drained,5.3,5.5,0.0,Fine Sandy Loam,,2,12,3
60.0,Poly Vinyl Chloride,Round,Well drained,10.0,4.8,0.0,Moderately Decomposed Plant Material,,2,7,3
40.0,Poly Vinyl Chloride,Round,Excessively drained,1.6,5.4,0.0,Moderately Decomposed Plant Material,,2,9,3
37.0,High Density Polyethylene,Round,Poorly drained,6.3,6.4,0.0,Silt Loam,,2,3,3
40.0,High Density Polyethylene,Round,Somewhat excessively drained,2.2,5.3,0.0,Loamy Sand,,2,20,3
40.0,High Density Polyethylene,Round,Well drained,1.8,4.8,0.0,Fine Sandy Loam,,2,2,3
30.0,Poly Vinyl Chloride,Round,Well drained,7.5,5.3,0.0,Fine Sandy Loam,,2,26,3
50.0,Corrugated Steel,Round,Well drained,1.8,4.8,0.0,Fine Sandy Loam,,2,1,3
40.0,Poly Vinyl Chloride,Round,Moderately well drained,5.8,6.3,0.0,Loam,,2,16,3
34.0,High Density Polyethylene,Round,Well drained,3.3,5.4,0.0,Slightly Decomposed Plant Material,,2,3,3
36.0,High Density Polyethylene,Round,Moderately well drained,3.4,5.1,0.0,Moderately Decomposed Plant Material,,2,1,3
35.0,Poly Vinyl Chloride,Round,Excessively drained,1.6,1.3,0.0,Gravelly Sandy Loam,,2,1,3
20.0,Corrugated Steel,Round,Moderately well drained,4.6,5.4,0.0,Fine Sandy Loam,,2,4,3
40.0,Corrugated Steel,Round,Well drained,3.3,5.4,0.0,Slightly Decomposed Plant Material,,2,52,3
35.0,Poly Vinyl Chloride,Round,Moderately well drained,5.8,6.3,0.0,Loam,,2,13,3
40.0,Poly Vinyl Chloride,Round,Well drained,10.0,4.8,0.0,Moderately Decomposed Plant Material,,2,3,3
22.0,High Density Polyethylene,Round,Moderately well drained,4.6,5.4,0.0,Fine Sandy Loam,,2,6,3
42.0,Steel Plate,Ellipse/Squashed,Somewhat poorly drained,6.5,5.5,0.0,Loam,,2,2,3
60.0,Corrugated Steel,Round,Poorly drained,8.0,5.7,0.0,Silt Loam,Frequent,2,4,3
80.0,Corrugated Steel,Round,Somewhat poorly drained,3.9,5.2,0.0,Fine Sandy Loam,,2,50,3
50.0,Corrugated Steel,Round,Very poorly drained,3.2,5.3,0.0,Loam,,2,2,3
40.0,Corrugated Steel,Round,Well drained,3.3,5.4,0.0,Moderately Decomposed Plant Material,,2,5,3
39.0,Corrugated Steel,Round,Moderately well drained,4.6,5.4,0.0,Fine Sandy Loam,,2,40,3
30.0,High Density Polyethylene,Round,Well drained,6.3,5.1,0.0,Slightly Decomposed Plant Material,,2,1,3
40.0,Corrugated Steel,Round,Poorly drained,5.0,5.5,0.0,Slightly Decomposed Plant Material,,2,4,3
60.0,Poly Vinyl Chloride,Round,Moderately well drained,5.8,6.3,0.0,Loam,,2,16,3
50.0,High Density Polyethylene,Round,Poorly drained,3.3,6.0,0.0,Silt Loam,,2,23,3
50.0,Corrugated Steel,Ellipse/Squashed,Somewhat poorly drained,3.9,5.2,0.0,Fine Sandy Loam,,2,14,3
32.0,Poly Vinyl Chloride,Round,Well drained,3.3,5.4,0.0,Moderately Decomposed Plant Material,,2,11,3
42.0,Steel Plate,Arch,Well drained,4.5,5.6,0.0,Moderately Decomposed Plant Material,,2,12,3
40.0,Poly Vinyl Chloride,Round,Poorly drained,8.0,5.7,0.0,Silt Loam,Frequent,2,23,3
34.0,High Density Polyethylene,Round,Moderately well drained,4.6,5.4,0.0,Fine Sandy Loam,,2,7,3
45.0,Poly Vinyl Chloride,Round,Well drained,3.8,5.2,0.0,Slightly Decomposed Plant Material,,2,8,3
35.0,Poly Vinyl Chloride,Round,Well drained,7.7,5.5,0.0,Fine Sandy Loam,,2,15,3
55.0,Corrugated Steel,Round,Well drained,3.8,5.2,0.0,Slightly Decomposed Plant Material,,2,1,3
40.0,Corrugated Steel,Round,Excessively drained,1.6,5.3,0.0,Gravelly Sandy Loam,,2,7,3
40.0,High Density Polyethylene,Round,Moderately well drained,3.4,5.1,0.0,Moderately Decomposed Plant Material,,2,18,3
36.0,Poly Vinyl Chloride,Round,Moderately well drained,3.2,5.5,0.0,Fine Sandy Loam,Occasional,2,1,3
30.0,Corrugated Steel,Round,Moderately well drained,6.6,6.9,0.0,Silt Loam,,2,40,3
30.0,Poly Vinyl Chloride,Round,Well drained,6.1,4.8,0.0,Fine Sandy Loam,,2,0,3
35.0,Unreinforced Concrete,Round,Well drained,3.3,5.4,0.0,Moderately Decomposed Plant Material,,2,46,3
80.0,Corrugated Steel,Round,Moderately well drained,4.6,5.4,0.0,Fine Sandy Loam,,2,2,3
60.0,Corrugated Steel,Round,Poorly drained,6.2,5.1,0.0,Peat,,2,27,3
30.0,High Density Polyethylene,Round,Well drained,3.3,5.4,0.0,Moderately Decomposed Plant Material,,2,2,3
60.0,Corrugated Steel,Arch,Well drained,6.3,5.1,0.0,Slightly Decomposed Plant Material,,2,9,3
40.0,Corrugated Steel,Round,Well drained,6.3,5.1,0.0,Slightly Decomposed Plant Material,,2,3,3
40.0,Poly Vinyl Chloride,Round,Well drained,10.0,4.8,0.0,Moderately Decomposed Plant Material,,2,15,3
46.0,High Density Polyethylene,Round,Well drained,2.4,5.4,0.0,Fine Sandy Loam,,2,5,3
28.0,Corrugated Steel,Round,Well drained,4.6,5.5,0.0,Moderately Decomposed Plant Material,,2,9,3
30.0,Poly Vinyl Chloride,Round,Poorly drained,6.3,6.4,0.0,Silt Loam,,2,4,3
44.0,Unreinforced Concrete,Round,Somewhat excessively drained,7.4,5.3,0.0,Moderately Decomposed Plant Material,,2,5,3
40.0,High Density Polyethylene,Round,Well drained,3.3,5.4,0.0,Slightly Decomposed Plant Material,,2,1,3
24.0,High Density Polyethylene,Round,Well drained,3.8,5.2,0.0,Slightly Decomposed Plant Material,,2,3,3
40.0,Poly Vinyl Chloride,Round,Well drained,7.7,5.5,0.0,Fine Sandy Loam,,2,14,3
46.0,Poly Vinyl Chloride,Round,Well drained,10.0,4.8,0.0,Moderately Decomposed Plant Material,,2,3,3
50.0,Corrugated Steel,Round,Well drained,3.3,5.4,0.0,Slightly Decomposed Plant Material,,2,5,3
40.0,Corrugated Steel,Round,Somewhat poorly drained,3.9,5.2,0.0,Fine Sandy Loam,,2,7,3
50.0,Poly Vinyl Chloride,Round,Excessively drained,1.6,5.4,0.0,Moderately Decomposed Plant Material,,2,2,3
30.0,Corrugated Steel,Round,Somewhat poorly drained,7.1,7.1,0.0,Silt Loam,,2,46,3
35.0,Poly Vinyl Chloride,Round,Well drained,6.3,5.1,0.0,Slightly Decomposed Plant Material,,2,21,3
40.0,Corrugated Steel,Round,Well drained,10.0,4.8,0.0,Moderately Decomposed Plant Material,,2,7,3
35.0,Poly Vinyl Chloride,Round,Somewhat excessively drained,7.4,5.3,0.0,Moderately Decomposed Plant Material,,2,16,3
34.0,High Density Polyethylene,Round,Moderately well drained,5.8,6.3,0.0,Loam,,2,5,3
53.0,Steel Plate,Round,Excessively drained,1.3,5.3,0.0,Gravelly Sandy Loam,,2,1,3
55.0,Poly Vinyl Chloride,Round,Well drained,10.0,4.8,0.0,Moderately Decomposed Plant Material,,2,3,3
32.0,Unreinforced Concrete,Box,Moderately well drained,4.6,5.4,0.0,Fine Sandy Loam,,2,12,3
40.0,Poly Vinyl Chloride,Round,Moderately well drained,6.3,5.7,0.0,Slightly Decomposed Plant Material,,2,14,3
40.0,High Density Polyethylene,Round,Poorly drained,3.8,6.0,0.0,Highly Decomposed Plant Material,,2,5,3
40.0,Poly Vinyl Chloride,Round,Well drained,8.1,4.9,0.0,Moderately Decomposed Plant Material,,2,14,3
60.0,Corrugated Steel,Round,Well drained,6.6,6.5,0.0,Very Fine Sandy Loam,,2,4,3
40.0,High Density Polyethylene,Round,Well drained,7.7,5.5,0.0,Fine Sandy Loam,,2,3,3
58.0,Corrugated Steel,Round,Well drained,4.5,5.6,0.0,Moderately Decomposed Plant Material,,2,5,3
30.0,High Density Polyethylene,Round,Poorly drained,20.8,6.2,0.0,Silt Loam,,2,6,3
28.0,High Density Polyethylene,Round,Moderately well drained,5.8,6.3,0.0,Loam,,2,8,3
35.0,Corrugated Steel,Round,Well drained,6.3,5.1,0.0,Slightly Decomposed Plant Material,,2,0,3
20.0,High Density Polyethylene,Round,Well drained,7.7,5.5,0.0,Fine Sandy Loam,,2,1,3
55.0,Poly Vinyl Chloride,Round,Somewhat poorly drained,6.4,5.5,0.0,Loam,,2,3,3
35.0,Corrugated Steel,Round,Well drained,3.3,5.4,0.0,Slightly Decomposed Plant Material,,2,7,3
38.0,Poly Vinyl Chloride,Round,Moderately well drained,4.6,5.4,0.0,Fine Sandy Loam,,2,1,3
30.0,Corrugated Steel,Round,Well drained,7.7,5.5,0.0,Fine Sandy Loam,,2,5,3
40.0,Corrugated Steel,Round,Moderately well drained,4.6,5.4,0.0,Fine Sandy Loam,,2,0,3
30.0,Corrugated Steel,Round,Moderately well drained,7.4,6.6,0.0,Very Fine Sandy Loam,,2,4,3
60.0,Corrugated Steel,Ellipse/Squashed,Well drained,3.3,5.4,0.0,Slightly Decomposed Plant Material,,2,6,3
66.0,Steel Plate,Round,Somewhat poorly drained,3.7,5.2,0.0,Highly Decomposed Plant Material,,2,0,3
40.0,High Density Polyethylene,Round,Well drained,6.1,5.2,0.0,Fine Sandy Loam,,2,3,3
40.0,Corrugated Steel,Round,Moderately well drained,4.6,5.4,0.0,Fine Sandy Loam,,2,4,3
50.0,Corrugated Steel,Round,Moderately well drained,6.6,6.9,0.0,Silt Loam,,2,36,3
30.0,Poly Vinyl Chloride,Round,Well drained,6.1,4.8,0.0,Fine Sandy Loam,,2,0,3
40.0,Corrugated Steel,Round,Moderately well drained,4.6,5.4,0.0,Fine Sandy Loam,,2,3,3
20.0,Corrugated Steel,Round,Moderately well drained,6.6,6.9,0.0,Silt Loam,,2,41,3
28.0,High Density Polyethylene,Round,Well drained,4.3,5.6,0.0,Fine Sandy Loam,,2,2,3
50.0,High Density Polyethylene,Round,Somewhat excessively drained,2.2,5.3,0.0,Loamy Sand,,2,20,3
30.0,High Density Polyethylene,Round,Well drained,1.8,4.8,0.0,Fine Sandy Loam,,2,5,3
50.0,Corrugated Steel,Round,Moderately well drained,3.4,5.1,0.0,Moderately Decomposed Plant Material,,2,30,3
40.0,Poly Vinyl Chloride,Round,Moderately well drained,4.6,5.4,0.0,Fine Sandy Loam,,2,1,3
100.0,High Density Polyethylene,Round,Well drained,5.6,6.2,0.0,Fine Sandy Loam,,2,6,3
30.0,High Density Polyethylene,Round,Moderately well drained,5.8,6.3,0.0,Loam,,2,3,3
40.0,Poly Vinyl Chloride,Round,Moderately well drained,5.4,5.5,0.0,Moderately Decomposed Plant Material,,2,15,3
32.0,Corrugated Steel,Round,Well drained,7.7,5.5,0.0,Fine Sandy Loam,,2,6,3
30.0,Corrugated Steel,Round,Moderately well drained,7.6,6.2,0.0,Loam,,2,46,3
40.0,Poly Vinyl Chloride,Round,Well drained,6.1,4.8,0.0,Fine Sandy Loam,,2,0,3
40.0,Corrugated Steel,Round,Moderately well drained,6.3,5.7,0.0,Slightly Decomposed Plant Material,,2,4,3
40.0,Corrugated Steel,Round,Somewhat poorly drained,3.9,5.2,0.0,Fine Sandy Loam,,2,8,3
40.0,Corrugated Steel,Round,Well drained,9.2,5.4,0.0,Moderately Decomposed Plant Material,,2,3,3
24.0,High Density Polyethylene,Round,Well drained,6.1,4.8,0.0,Fine Sandy Loam,,2,9,3
45.0,Corrugated Steel,Round,Poorly drained,3.3,6.0,0.0,Silt Loam,,2,30,3
31.0,High Density Polyethylene,Round,Well drained,3.8,5.2,0.0,Slightly Decomposed Plant Material,,2,3,3
40.0,Corrugated Steel,Ellipse/Squashed,Moderately well drained,6.6,6.9,0.0,Silt Loam,,2,50,3
60.0,High Density Polyethylene,Round,Somewhat poorly drained,3.9,5.2,0.0,Fine Sandy Loam,,2,23,3
40.0,High Density Polyethylene,Round,Well drained,6.1,4.8,0.0,Fine Sandy Loam,,2,3,3
36.0,Corrugated Steel,Round,Well drained,4.5,5.6,0.0,Moderately Decomposed Plant Material,,2,13,3
55.0,High Density Polyethylene,Round,Moderately well drained,3.4,5.1,0.0,Moderately Decomposed Plant Material,,2,0,3
40.0,High Density Polyethylene,Round,Well drained,1.8,4.8,0.0,Fine Sandy Loam,,2,0,3
40.0,Corrugated Steel,Round,Moderately well drained,3.4,5.1,0.0,Moderately Decomposed Plant Material,,2,4,3
40.0,Corrugated Steel,Round,Poorly drained,6.3,6.4,0.0,Silt Loam,,2,8,3
36.0,Corrugated Steel,Round,Somewhat poorly drained,6.4,5.5,0.0,Loam,,2,37,3
40.0,Corrugated Steel,Round,Well drained,6.3,5.1,0.0,Slightly Decomposed Plant Material,,2,0,3
35.0,Poly Vinyl Chloride,Round,Poorly drained,5.0,5.5,0.0,Slightly Decomposed Plant Material,,2,14,3
60.0,High Density Polyethylene,Round,Well drained,3.8,5.2,0.0,Slightly Decomposed Plant Material,,2,15,3
40.0,High Density Polyethylene,Round,Moderately well drained,5.8,6.3,0.0,Loam,,2,1,3
25.0,Corrugated Steel,Round,Moderately well drained,6.6,6.9,0.0,Silt Loam,,2,43,3
30.0,Poly Vinyl Chloride,Round,Very poorly drained,12.1,6.1,0.0,Muck,,2,1,3
40.0,Poly Vinyl Chloride,Round,Moderately well drained,5.8,6.3,0.0,Loam,,2,16,3
50.0,High Density Polyethylene,Round,Well drained,7.7,5.5,0.0,Fine Sandy Loam,,2,1,3
40.0,Poly Vinyl Chloride,Round,Well drained,7.7,5.5,0.0,Fine Sandy Loam,,2,14,3
40.0,Corrugated Steel,Round,Well drained,5.7,4.8,0.0,Fine Sandy Loam,,2,32,3
30.0,Corrugated Steel,Round,Poorly drained,6.3,6.4,0.0,Silt Loam,,2,27,3
70.0,Corrugated Steel,Round,Well drained,6.1,4.6,0.0,Fine Sandy Loam,,2,41,3
40.0,Corrugated Steel,Round,Somewhat excessively drained,2.2,5.3,0.0,Loamy Sand,,2,20,3
50.0,Poly Vinyl Chloride,Round,Well drained,4.4,5.5,0.0,Fine Sandy Loam,,2,16,3
40.0,High Density Polyethylene,Round,Moderately well drained,4.6,5.4,0.0,Fine Sandy Loam,,2,8,3
50.0,Corrugated Steel,Ellipse/Squashed,Somewhat excessively drained,1.9,5.4,0.0,Channery Fine Sandy Loam,,2,30,3
25.0,Corrugated Steel,Round,Moderately well drained,4.6,5.4,0.0,Fine Sandy Loam,,2,9,3
40.0,High Density Polyethylene,Round,Well drained,3.8,5.2,0.0,Slightly Decomposed Plant Material,,2,3,3
50.0,Corrugated Steel,Round,Well drained,10.0,4.8,0.0,Moderately Decomposed Plant Material,,2,4,3
48.0,Corrugated Steel,Round,Well drained,4.5,5.6,0.0,Moderately Decomposed Plant Material,,2,7,3
40.0,High Density Polyethylene,Round,Well drained,3.8,5.2,0.0,Slightly Decomposed Plant Material,,2,3,3
25.0,Poly Vinyl Chloride,Round,Moderately well drained,6.6,6.9,0.0,Silt Loam,,2,40,3
50.0,High Density Polyethylene,Round,Poorly drained,6.3,6.4,0.0,Silt Loam,,2,30,3
42.0,Poly Vinyl Chloride,Round,Poorly drained,5.0,5.5,0.0,Slightly Decomposed Plant Material,,2,18,3
50.0,Poly Vinyl Chloride,Round,Moderately well drained,6.6,6.9,0.0,Silt Loam,,2,26,3
40.0,Corrugated Steel,Round,Well drained,10.0,4.8,0.0,Moderately Decomposed Plant Material,,2,7,3
52.0,High Density Polyethylene,Round,Well drained,7.7,5.5,0.0,Fine Sandy Loam,,2,2,3
40.0,Poly Vinyl Chloride,Round,Somewhat excessively drained,2.2,5.3,0.0,Loamy Sand,,2,16,3
40.0,High Density Polyethylene,Round,Somewhat excessively drained,7.4,5.3,0.0,Moderately Decomposed Plant Material,,2,7,3
40.0,Corrugated Steel,Round,Somewhat poorly drained,3.7,5.2,0.0,Highly Decomposed Plant Material,,2,23,3
30.0,Corrugated Steel,Ellipse/Squashed,Somewhat excessively drained,4.4,6.1,0.0,Fine Sandy Loam,,2,3,3
30.0,Corrugated Steel,Round,Moderately well drained,5.8,6.3,0.0,Loam,,2,3,3
40.0,High Density Polyethylene,Round,Poorly drained,5.0,5.5,0.0,Slightly Decomposed Plant Material,,2,4,3
40.0,Poly Vinyl Chloride,Round,Very poorly drained,12.1,6.1,0.0,Muck,,2,15,3
25.0,Corrugated Steel,Round,Well drained,6.1,4.8,0.0,Moderately Decomposed Plant Material,,2,4,3
31.0,High Density Polyethylene,Round,Well drained,3.8,5.2,0.0,Slightly Decomposed Plant Material,,2,3,3
30.0,Corrugated Steel,Ellipse/Squashed,Moderately well drained,6.6,6.9,0.0,Silt Loam,,2,46,3
30.0,High Density Polyethylene,Round,Well drained,2.4,4.6,0.0,Moderately Decomposed Plant Material,,2,5,3
30.0,Corrugated Steel,Round,Well drained,6.2,6.7,0.0,Gravelly Silt Loam,,2,36,3
40.0,High Density Polyethylene,Round,Well drained,10.0,4.8,0.0,Moderately Decomposed Plant Material,,2,5,3
40.0,High Density Polyethylene,Round,Poorly drained,5.0,5.5,0.0,Slightly Decomposed Plant Material,,2,6,3
40.0,Poly Vinyl Chloride,Round,Excessively drained,1.6,5.4,0.0,Moderately Decomposed Plant Material,,2,10,3
40.0,High Density Polyethylene,Round,Poorly drained,2.2,5.9,0.0,Silt Loam,,2,8,3
50.0,Poly Vinyl Chloride,Round,Excessively drained,1.6,5.3,0.0,Gravelly Sandy Loam,,2,14,3
30.0,High Density Polyethylene,Round,Moderately well drained,6.3,5.7,0.0,Slightly Decomposed Plant Material,,2,9,3
40.0,Corrugated Steel,Round,Well drained,4.5,5.6,0.0,Moderately Decomposed Plant Material,,2,13,3
50.0,Corrugated Steel,Round,Moderately well drained,1.7,5.3,0.0,Fine Sandy Loam,,2,4,3
29.0,High Density Polyethylene,Round,Moderately well drained,4.6,5.4,0.0,Fine Sandy Loam,,2,6,3
30.0,High Density Polyethylene,Round,Moderately well drained,3.4,5.1,0.0,Moderately Decomposed Plant Material,,2,2,3
30.0,Corrugated Steel,Arch,Well drained,1.8,4.8,0.0,Fine Sandy Loam,,2,1,3
50.0,High Density Polyethylene,Round,Somewhat excessively drained,2.2,5.3,0.0,Loamy Sand,,2,20,3
30.0,Poly Vinyl Chloride,Round,Well drained,3.8,5.2,0.0,Slightly Decomposed Plant Material,,2,2,3
30.0,Poly Vinyl Chloride,Round,Somewhat excessively drained,7.4,5.3,0.0,Moderately Decomposed Plant Material,,2,13,3
40.0,Poly Vinyl Chloride,Round,Well drained,10.0,4.8,0.0,Moderately Decomposed Plant Material,,2,3,3
35.0,High Density Polyethylene,Round,Well drained,5.9,5.5,0.0,Silt Loam,,2,6,3
38.0,Corrugated Steel,Round,Moderately well drained,2.5,5.4,0.0,Fine Sandy Loam,,2,1,3
37.0,Poly Vinyl Chloride,Round,Well drained,1.8,5.9,0.0,Gravelly Fine Sandy Loam,,2,14,3
36.0,Corrugated Steel,Round,Well drained,1.8,4.8,0.0,Fine Sandy Loam,,2,1,3
61.0,High Density Polyethylene,Round,Moderately well drained,3.4,5.1,0.0,Moderately Decomposed Plant Material,,2,7,3
44.0,Corrugated Steel,Round,Well drained,4.1,5.5,0.0,Silt Loam,,2,5,3
40.0,Poly Vinyl Chloride,Round,Well drained,3.8,5.2,0.0,Slightly Decomposed Plant Material,,2,15,3
34.0,Poly Vinyl Chloride,Round,Well drained,3.3,5.4,0.0,Slightly Decomposed Plant Material,,2,10,3
30.0,Poly Vinyl Chloride,Round,Moderately well drained,5.8,6.3,0.0,Loam,,2,3,3
80.0,Corrugated Steel,Round,Moderately well drained,3.4,5.1,0.0,Moderately Decomposed Plant Material,,2,31,3
36.0,Corrugated Steel,Ellipse/Squashed,Moderately well drained,5.8,6.3,0.0,Loam,,2,5,3
20.0,Corrugated Steel,Round,Moderately well drained,2.6,5.3,0.0,Loamy Fine Sand,,2,5,3
40.0,Corrugated Steel,Round,Poorly drained,5.0,5.5,0.0,Slightly Decomposed Plant Material,,2,2,3
45.0,Corrugated Steel,Round,Poorly drained,5.0,5.5,0.0,Slightly Decomposed Plant Material,,2,49,3
36.0,Corrugated Steel,Round,Well drained,1.8,4.8,0.0,Fine Sandy Loam,,2,20,3
30.0,Corrugated Steel,Round,Well drained,6.3,5.1,0.0,Slightly Decomposed Plant Material,,2,4,3
40.0,Poly Vinyl Chloride,Round,Somewhat excessively drained,7.4,5.3,0.0,Moderately Decomposed Plant Material,,2,13,3
40.0,Corrugated Steel,Round,Moderately well drained,5.8,6.3,0.0,Loam,,2,2,3
50.0,High Density Polyethylene,Round,Poorly drained,3.0,5.6,0.0,Mucky Peat,,2,0,3
35.0,Poly Vinyl Chloride,Round,Moderately well drained,6.3,5.7,0.0,Slightly Decomposed Plant Material,,2,14,3
30.0,Corrugated Steel,Round,Moderately well drained,6.6,6.9,0.0,Silt Loam,,2,46,3
40.0,Poly Vinyl Chloride,Round,Well drained,3.8,5.2,0.0,Slightly Decomposed Plant Material,,2,14,3
40.0,High Density Polyethylene,Round,Moderately well drained,3.4,5.1,0.0,Moderately Decomposed Plant Material,,2,2,3
40.0,High Density Polyethylene,Round,Moderately well drained,6.3,5.7,0.0,Slightly Decomposed Plant Material,,2,3,3
36.0,Poly Vinyl Chloride,Round,Well drained,6.1,4.8,0.0,Fine Sandy Loam,,2,0,3
40.0,High Density Polyethylene,Round,Well drained,4.6,5.5,0.0,Moderately Decomposed Plant Material,,2,7,3
25.0,Corrugated Steel,Round,Excessively drained,1.3,5.3,0.0,Gravelly Sandy Loam,,2,50,3
34.0,High Density Polyethylene,Round,Moderately well drained,3.4,5.1,0.0,Moderately Decomposed Plant Material,,2,2,3
35.0,Poly Vinyl Chloride,Round,Excessively drained,1.6,5.4,0.0,Moderately Decomposed Plant Material,,2,16,3
40.0,Corrugated Steel,Round,Moderately well drained,3.4,5.1,0.0,Moderately Decomposed Plant Material,,2,41,3
45.0,Poly Vinyl Chloride,Round,Well drained,7.7,5.5,0.0,Fine Sandy Loam,,2,14,3
40.0,Poly Vinyl Chloride,Round,Well drained,3.3,5.2,0.0,Slightly Decomposed Plant Material,,2,10,3
40.0,Poly Vinyl Chloride,Round,Well drained,6.1,4.8,0.0,Fine Sandy Loam,,2,5,3
34.0,Poly Vinyl Chloride,Round,Well drained,3.3,5.4,0.0,Moderately Decomposed Plant Material,,2,11,3
40.0,Poly Vinyl Chloride,Round,Moderately well drained,7.5,6.2,0.0,Loam,,2,8,3
40.0,Poly Vinyl Chloride,Round,Well drained,10.0,4.8,0.0,Moderately Decomposed Plant Material,,2,3,3
20.0,Corrugated Steel,Round,Moderately well drained,6.6,6.9,0.0,Silt Loam,,2,35,3
20.0,High Density Polyethylene,Round,Very poorly drained,9.5,6.8,0.0,Muck,,2,11,3
40.0,Poly Vinyl Chloride,Round,Well drained,6.3,5.1,0.0,Slightly Decomposed Plant Material,,2,12,3
120.0,Corrugated Steel,Round,Somewhat excessively drained,11.0,6.5,0.0,Silt Loam,,2,13,3
50.0,Poly Vinyl Chloride,Round,Well drained,6.3,5.3,0.0,Channery Silt Loam,,2,19,3
40.0,Corrugated Steel,Round,Poorly drained,5.0,5.5,0.0,Slightly Decomposed Plant Material,,2,23,3
40.0,High Density Polyethylene,Round,Moderately well drained,3.4,5.1,0.0,Moderately Decomposed Plant Material,,2,23,3
